Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,YearBuilt,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,G6ivArea,Fireplaces,GarageType,GarageCars,GarageArea,SaleCondition,SalePrice
515,45,6,55,10594,1,1,1926,2,0,0,0,768,768,789,0,0,789,0,6,1,200,1,96500
516,20,6,94,12220,1,1,2009,4,305,1436,0,570,2006,2020,0,0,2020,1,2,3,900,6,402861
517,80,6,21,10448,2,2,1972,2,333,0,0,689,689,1378,741,0,2119,1,2,2,583,2,158000
518,60,6,79,10208,2,1,1996,2,921,0,0,1264,1264,1277,1067,0,2344,1,2,3,889,1,265000
519,60,6,21,9531,2,3,1998,2,0,706,0,88,794,882,914,0,1796,0,2,2,546,1,211000
520,70,6,53,10918,1,1,1926,3,0,0,0,1276,1276,1276,804,0,2080,2,6,1,282,1,234000
521,190,6,60,10800,1,1,1900,2,0,0,0,0,0,694,600,0,1294,0,7,0,0,1,106250
522,20,6,90,11988,2,2,1957,2,0,777,0,467,1244,1244,0,0,1244,2,2,1,336,1,150000
523,50,8,50,5000,1,2,1947,2,0,399,0,605,1004,1004,660,0,1664,2,6,2,420,5,159000
524,60,6,130,40094,2,1,2007,4,762,2260,0,878,3138,3138,1538,0,4676,1,4,3,884,6,184750
525,60,6,95,11787,2,1,1996,2,594,719,0,660,1379,1383,1015,0,2398,1,2,3,834,1,315750
526,20,3,62,7500,1,1,2005,2,0,0,0,1257,1257,1266,0,0,1266,1,2,2,453,1,176000
527,20,6,70,13300,1,1,1956,4,0,377,0,551,928,928,0,0,928,0,2,1,252,1,132000
528,60,6,67,14948,2,1,2008,4,268,1330,0,122,1452,1476,1237,0,2713,1,2,3,858,6,446261
529,30,6,58,9098,2,1,1920,2,0,348,0,180,528,605,0,0,605,0,7,0,0,1,86000
530,20,6,21,32668,2,3,1957,4,21,1219,0,816,2035,2515,0,0,2515,2,2,2,484,4,200624
531,80,6,85,10200,1,1,1988,2,219,783,0,678,1461,1509,0,0,1509,1,2,2,600,2,175000
532,70,8,60,6155,2,5,1920,2,0,0,0,611,611,751,611,0,1362,0,6,2,502,5,128000
533,20,6,60,7200,1,1,1955,2,0,0,0,0,0,827,0,0,827,1,6,1,392,1,107500
534,20,6,50,5000,1,1,1946,2,0,0,0,0,0,334,0,0,334,0,7,0,0,1,39300
535,60,6,74,9056,2,1,2004,2,0,0,0,707,707,707,707,0,1414,1,2,2,403,1,178000
536,190,6,70,7000,1,1,1910,2,0,969,0,148,1117,820,527,0,1347,0,7,0,0,1,107500
537,60,6,57,8924,2,3,1998,2,0,0,0,880,880,880,844,0,1724,0,2,2,527,1,188000
538,20,6,21,12735,2,4,1972,4,0,600,0,264,864,864,0,0,864,0,6,2,576,1,111250
539,20,6,21,11553,2,1,1968,4,188,673,0,378,1051,1159,0,0,1159,1,2,1,336,1,158000
540,20,6,21,11423,1,1,2001,2,479,1358,0,223,1581,1601,0,0,1601,1,2,2,670,1,272000
541,20,6,85,14601,1,1,2006,4,584,1260,0,578,1838,1838,0,0,1838,1,2,3,765,1,315000
542,60,6,21,11000,1,4,2000,2,72,0,0,969,969,997,1288,0,2285,1,4,3,648,1,248000
543,20,6,78,10140,1,1,1998,4,0,144,1127,379,1650,1680,0,0,1680,1,2,2,583,1,213250
544,120,5,34,4058,1,1,1998,2,182,584,139,0,723,767,0,0,767,0,2,1,367,1,133000
545,60,6,58,17104,2,1,2006,2,0,554,0,100,654,664,832,0,1496,1,2,2,426,6,179665
546,50,6,21,13837,2,2,1988,2,178,1002,202,0,1204,1377,806,0,2183,0,2,3,786,1,229000
547,50,6,70,8737,2,1,1923,2,0,300,0,765,1065,915,720,0,1635,1,6,2,440,1,210000
548,85,6,54,7244,1,1,1970,2,0,619,0,149,768,768,0,0,768,0,6,2,624,1,129500
549,20,8,49,8235,2,1,1955,2,0,180,645,0,825,825,0,0,825,0,6,2,720,5,125000
550,60,3,75,9375,1,1,2003,2,0,0,0,912,912,912,1182,0,2094,1,4,2,615,1,263000
551,120,6,53,4043,1,1,1977,2,0,559,0,510,1069,1069,0,0,1069,0,2,2,440,2,140000
552,20,8,50,6000,1,1,1957,4,0,308,0,620,928,928,0,0,928,0,2,1,288,5,112500
553,20,6,87,11146,2,1,2006,2,250,0,0,1709,1709,1717,0,0,1717,1,2,3,908,1,255500
554,20,6,67,8777,1,1,1949,2,0,0,0,0,0,1126,0,0,1126,0,6,2,520,1,108000
555,60,6,85,10625,1,1,2003,2,292,866,0,132,998,1006,1040,0,2046,1,4,3,871,1,284000
556,45,8,58,6380,1,1,1922,2,0,0,0,993,993,1048,0,0,1048,1,6,1,280,5,113000
557,20,6,69,14850,2,1,1957,2,0,895,0,197,1092,1092,0,0,1092,1,2,1,299,1,141000
558,50,2,60,11040,1,1,1920,2,0,637,0,0,637,897,439,0,1336,0,5,1,570,1,108000
559,60,6,57,21872,3,4,1996,2,0,604,0,125,729,729,717,0,1446,1,2,2,406,1,175000
560,120,6,21,3196,1,1,2003,2,18,0,0,1374,1374,1557,0,0,1557,1,2,2,420,1,234000
561,20,6,21,11341,2,1,1957,4,180,1302,0,90,1392,1392,0,0,1392,1,6,2,528,1,121500
562,20,6,77,10010,1,1,1974,2,0,1071,123,195,1389,1389,0,0,1389,1,2,2,418,1,170000
563,30,6,63,13907,1,1,1940,2,0,290,0,706,996,996,0,0,996,1,7,0,0,1,108000
564,50,6,66,21780,1,1,1918,2,0,0,0,1163,1163,1163,511,0,1674,1,6,2,396,1,185000
565,60,6,21,13346,2,3,1992,2,0,728,0,367,1095,1166,1129,0,2295,1,2,2,590,1,268000
566,70,6,66,6858,1,2,1915,2,0,0,0,806,806,841,806,0,1647,0,6,1,216,1,128000
567,60,6,77,11198,2,1,2005,4,245,0,0,1122,1122,1134,1370,0,2504,1,4,3,656,1,325000
568,20,6,70,10171,2,1,2004,2,168,2,0,1515,1517,1535,0,0,1535,0,2,2,532,1,214000
569,50,6,79,12327,2,1,1983,2,0,1441,0,55,1496,1496,636,0,2132,1,4,2,612,1,316600
570,90,6,21,7032,2,2,1979,2,0,943,0,0,943,943,0,0,943,2,6,2,600,1,135960
571,90,6,74,13101,2,1,1965,2,108,231,0,1497,1728,1728,0,0,1728,0,6,2,576,1,142600
572,20,6,60,7332,1,1,1959,2,207,414,0,450,864,864,0,0,864,0,2,1,288,2,120000
573,60,6,83,13159,2,2,2009,2,0,0,0,846,846,846,846,0,1692,0,2,2,650,6,224500
574,80,6,76,9967,2,1,2000,2,0,0,0,384,384,774,656,0,1430,1,4,2,400,1,170000
575,80,6,70,10500,1,4,1971,3,82,349,0,23,372,576,533,0,1109,0,4,1,288,1,139000
576,50,6,80,8480,1,1,1947,2,0,442,0,390,832,832,384,0,1216,0,6,1,336,2,118500
577,50,6,52,6292,1,1,1928,2,0,0,0,861,861,877,600,0,1477,1,6,1,216,1,145000
578,80,6,96,11777,2,1,1966,2,97,328,551,285,1164,1320,0,0,1320,2,2,2,564,2,164500
579,160,3,34,3604,1,2,2007,2,0,0,0,689,689,703,689,0,1392,0,6,2,540,2,146000
580,50,8,81,12150,1,1,1954,2,335,0,0,1050,1050,1050,745,0,1795,0,2,1,352,5,131500
581,20,6,21,14585,2,3,1960,2,85,594,219,331,1144,1429,0,0,1429,2,2,2,572,1,181900
582,20,6,98,12704,1,1,2008,4,306,0,0,2042,2042,2042,0,0,2042,1,2,3,1390,6,253293
583,90,6,81,11841,1,1,1990,2,104,816,0,0,816,816,0,0,816,0,7,0,0,1,118500
584,75,8,75,13500,1,1,1893,2,0,0,0,1237,1237,1521,1254,0,2775,1,6,2,880,5,325000
585,50,8,51,6120,1,1,1935,2,0,0,0,884,884,989,584,0,1573,0,6,1,240,5,133000
586,20,6,88,11443,1,1,2005,4,208,1460,0,408,1868,2028,0,0,2028,2,2,3,880,6,369900
587,30,6,55,10267,1,1,1918,2,0,210,606,0,816,838,0,0,838,0,6,1,275,1,130000
588,85,6,74,8740,2,1,1982,4,0,672,0,168,840,860,0,0,860,0,6,2,528,1,137000
589,20,6,65,25095,2,1,1968,1,0,1324,0,113,1437,1473,0,0,1473,2,2,1,452,6,143000
590,40,8,50,9100,1,1,1930,2,0,0,0,742,742,779,0,156,935,0,6,1,308,5,79500
591,60,6,64,8320,1,1,2004,2,0,490,0,280,770,770,812,0,1582,0,2,2,520,1,185900
592,60,6,97,13478,2,2,2008,2,420,1338,0,384,1722,1728,568,0,2296,1,4,3,842,1,451950
593,20,6,60,6600,1,1,1982,2,0,816,0,0,816,816,0,0,816,0,6,2,816,1,138000
594,120,8,21,4435,1,1,2003,2,170,685,0,163,848,848,0,0,848,0,2,2,420,5,140000
595,20,6,88,7990,2,1,1975,4,0,0,0,924,924,924,0,0,924,0,6,1,280,1,110000
596,20,6,69,11302,2,1,2005,2,238,1422,0,392,1814,1826,0,0,1826,1,2,3,758,6,319000
597,70,8,60,3600,1,1,1910,2,0,0,0,684,684,684,684,0,1368,0,6,1,216,5,114504
598,120,6,53,3922,1,1,2006,2,72,0,0,1258,1258,1402,0,0,1402,1,2,3,648,6,194201
599,20,6,80,12984,1,1,1977,2,459,1283,147,0,1430,1647,0,0,1647,1,2,2,621,1,217500
600,160,8,24,1950,1,1,1980,2,0,81,612,23,716,716,840,0,1556,1,2,2,452,5,151000
601,60,6,74,10927,1,1,2005,2,280,546,0,512,1058,1058,846,0,1904,1,4,2,736,1,275000
602,50,8,50,9000,1,1,1937,2,0,0,0,780,780,780,595,0,1375,1,6,1,544,5,141000
603,60,6,80,10041,2,1,1992,2,0,789,0,119,908,927,988,0,1915,1,2,2,506,2,220000
604,160,3,30,3182,1,1,2004,2,0,0,0,600,600,600,600,0,1200,0,6,2,480,1,151000
605,20,6,88,12803,2,1,2002,2,99,922,0,572,1494,1494,0,0,1494,1,2,2,530,1,221000
606,60,6,85,13600,1,1,1965,2,176,454,0,314,768,1186,800,0,1986,3,2,2,486,1,205000
607,20,6,82,12464,3,2,1996,2,0,732,0,308,1040,1040,0,0,1040,0,6,2,576,1,152000
608,20,6,78,7800,1,1,1948,2,0,603,0,293,896,1112,896,0,2008,0,2,1,230,1,225000
609,70,6,78,12168,1,1,1934,2,0,428,0,537,965,1940,1254,0,3194,2,3,2,380,4,359100
610,20,6,61,7943,1,1,1961,2,192,903,0,126,1029,1029,0,0,1029,0,2,1,261,1,118500
611,60,6,21,11050,1,1,2000,4,204,904,0,536,1440,1476,677,0,2153,2,2,3,736,1,313000
612,80,6,21,10395,2,4,1978,2,233,605,0,427,1032,1032,0,0,1032,1,2,2,564,1,148000
613,60,6,21,11885,1,1,2001,2,108,990,0,309,1299,1299,573,0,1872,1,4,2,531,1,261500
614,20,6,70,8402,1,1,2007,2,0,206,0,914,1120,1120,0,0,1120,0,7,0,0,6,147000
615,180,8,21,1491,1,1,1972,2,0,150,480,0,630,630,0,0,630,0,7,0,0,5,75500
616,85,6,80,8800,1,1,1963,2,156,763,0,173,936,1054,0,0,1054,0,2,2,480,2,137500
617,60,6,21,7861,2,1,2002,2,0,457,0,326,783,807,702,0,1509,1,2,2,393,1,183200
618,45,6,59,7227,1,2,1954,2,0,0,0,832,832,832,0,0,832,0,6,2,528,1,105500
619,20,6,90,11694,1,1,2007,4,452,48,0,1774,1822,1828,0,0,1828,1,2,3,774,6,314813
620,60,6,85,12244,1,1,2003,4,226,871,0,611,1482,1482,780,0,2262,2,2,3,749,1,305000
621,30,6,45,8248,1,1,1914,2,0,41,0,823,864,864,0,0,864,0,7,0,0,1,67000
622,60,6,90,10800,1,1,1974,2,0,956,182,384,1522,1548,1066,0,2614,1,2,2,624,1,240000
623,20,6,71,7064,1,1,1977,2,153,560,0,420,980,980,0,0,980,0,6,2,484,1,135000
624,160,3,21,2117,1,1,2000,2,513,420,0,336,756,756,756,0,1512,1,6,2,440,1,168500
625,60,6,80,10400,1,1,1972,2,288,247,0,485,732,1012,778,0,1790,1,2,2,484,1,165150
626,20,6,87,10000,2,2,1962,4,261,0,0,1116,1116,1116,0,0,1116,0,2,2,440,1,160000
627,20,6,21,12342,2,1,1960,4,0,0,0,978,978,1422,0,0,1422,1,2,1,286,1,139900
628,80,6,80,9600,1,1,1955,2,164,674,132,350,1156,1520,0,0,1520,2,3,1,364,1,153000
629,60,6,70,11606,2,1,1969,2,192,650,0,390,1040,1040,1040,0,2080,2,2,2,504,5,135000
630,80,6,82,9020,1,2,1964,2,259,624,336,288,1248,1350,0,0,1350,0,2,2,520,1,168500
631,70,8,50,9000,1,2,1880,2,0,0,0,636,636,1089,661,0,1750,0,6,1,240,1,124000
632,120,6,34,4590,1,1,2006,2,108,24,0,1530,1554,1554,0,0,1554,1,2,2,627,1,209500
633,20,6,85,11900,1,1,1977,4,209,822,0,564,1386,1411,0,0,1411,1,2,2,544,5,82500
634,20,6,80,9250,1,2,1954,2,0,480,468,108,1056,1056,0,0,1056,0,2,1,260,1,139400
635,90,6,64,6979,1,1,1980,2,0,1056,0,0,1056,1056,0,0,1056,0,6,2,576,1,144000
636,190,5,60,10896,1,1,1914,4,0,256,0,1184,1440,1440,1440,515,3395,0,7,0,0,2,200000
637,30,8,51,6120,1,1,1936,2,0,0,0,264,264,800,0,0,800,1,7,0,0,5,60000
638,190,8,50,6000,1,1,1954,2,0,0,0,811,811,811,576,0,1387,0,4,1,256,5,93000
639,30,6,67,8777,1,1,1910,2,0,0,0,796,796,796,0,0,796,0,7,0,0,1,85000
640,120,6,53,3982,1,1,2006,4,0,1154,0,366,1520,1567,0,0,1567,1,2,3,648,6,264561
641,120,6,62,12677,2,1,2003,4,472,1218,0,300,1518,1518,0,0,1518,1,2,2,588,1,274000
642,60,3,21,7050,1,1,2001,2,0,738,0,319,1057,1057,872,0,1929,1,2,2,650,1,226000
643,80,6,75,13860,1,1,1972,2,0,1410,0,542,1952,2000,704,0,2704,3,2,2,538,1,345000
644,60,6,80,10793,1,1,1969,5,263,493,287,0,780,780,840,0,1620,0,2,2,462,1,152000
645,20,3,85,9187,1,1,2009,2,162,1121,0,645,1766,1766,0,0,1766,1,2,3,478,6,370878
646,20,6,21,10530,2,2,1971,4,0,282,35,664,981,981,0,0,981,0,6,2,576,1,143250
647,20,6,60,7200,1,1,1950,4,0,0,0,0,0,1048,0,0,1048,0,6,2,420,1,98300
648,20,6,85,10452,2,1,1953,4,216,500,0,594,1094,1094,0,0,1094,2,2,2,495,1,155000
649,60,6,70,7700,1,1,1966,2,351,0,0,756,756,1051,788,0,1839,1,2,2,442,1,155000
650,180,8,21,1936,1,1,1970,2,0,131,499,0,630,630,0,0,630,0,7,0,0,5,84500
651,60,3,65,8125,1,1,2007,2,0,0,0,813,813,822,843,0,1665,0,2,2,562,1,205950
652,70,6,60,9084,1,1,1940,2,0,0,0,755,755,755,755,0,1510,1,6,1,296,1,108000
653,60,6,70,8750,1,1,1996,2,0,0,0,880,880,909,807,0,1716,1,2,2,512,1,191000
654,50,8,60,10320,1,1,1906,2,0,0,0,756,756,756,713,0,1469,0,6,1,216,5,135000
655,20,6,91,10437,2,1,1995,4,660,1696,0,413,2109,2113,0,0,2113,1,2,3,839,1,350000
656,160,8,21,1680,1,1,1971,2,381,0,0,525,525,525,567,0,1092,0,6,1,264,5,88000
657,20,6,72,10007,2,1,1959,2,54,806,0,247,1053,1053,0,0,1053,0,2,1,312,1,145500
658,70,6,60,7200,1,1,1931,2,0,0,0,776,776,851,651,0,1502,1,2,1,270,1,149000
659,50,6,78,17503,1,1,1948,2,0,0,0,912,912,912,546,0,1458,1,2,1,330,2,97500
660,20,6,75,9937,1,2,1964,4,0,637,0,849,1486,1486,0,0,1486,0,6,2,480,1,167000
661,60,6,21,12384,1,3,1976,2,233,0,0,793,793,1142,793,0,1935,1,2,2,550,1,197900
662,60,6,52,46589,3,3,1994,4,528,1361,180,88,1629,1686,762,0,2448,1,2,3,711,1,402000
663,20,6,120,13560,1,2,1968,4,216,0,0,1392,1392,1392,0,0,1392,2,2,2,576,1,110000
664,85,6,90,10012,1,1,1972,2,0,920,180,38,1138,1181,0,0,1181,0,6,2,588,1,137500
665,20,6,49,20896,3,3,2005,2,0,1721,0,356,2077,2097,0,0,2097,1,2,3,1134,6,423000
666,60,6,106,11194,2,2,2000,2,40,0,0,1406,1406,1454,482,0,1936,1,2,2,504,1,230500
667,60,6,21,18450,2,1,1965,1,113,187,723,111,1021,1465,915,0,2380,1,5,2,596,2,129000
668,20,6,65,8125,1,1,1994,2,258,1138,0,270,1408,1679,0,0,1679,1,2,2,575,1,193500
669,20,6,21,14175,1,2,1956,2,0,988,0,200,1188,1437,0,0,1437,1,6,2,576,1,168000
670,30,6,80,11600,1,1,1922,2,0,0,0,700,700,1180,0,0,1180,1,6,1,252,1,137500
671,60,6,64,8633,1,4,2005,2,0,193,0,545,738,738,738,0,1476,0,2,2,540,1,173500
672,70,5,54,6629,1,1,1925,3,0,551,0,121,672,697,672,0,1369,0,6,1,300,1,103600
673,20,6,21,11250,2,1,1977,2,0,767,0,441,1208,1208,0,0,1208,1,2,2,546,1,165000
674,20,6,110,14442,1,1,1957,4,106,1186,0,291,1477,1839,0,0,1839,2,2,2,416,1,257500
675,20,6,80,9200,1,1,1965,2,0,892,0,244,1136,1136,0,0,1136,1,2,1,384,1,140000
676,160,6,24,2289,1,1,1978,2,0,311,0,544,855,855,586,0,1441,1,2,2,440,1,148500
677,70,8,60,9600,1,1,1900,2,0,0,0,1095,1095,1095,679,0,1774,0,1,3,779,5,87000
678,30,6,52,9022,1,1,1924,2,0,0,0,768,768,792,0,0,792,0,6,1,240,1,109500
679,20,6,80,11844,2,1,2008,4,464,0,0,2046,2046,2046,0,0,2046,1,2,3,834,6,372500
680,20,6,21,9945,2,1,1961,4,57,827,0,161,988,988,0,0,988,0,6,2,572,1,128500
681,120,6,50,8012,1,1,1980,2,0,543,119,261,923,923,0,0,923,1,2,1,264,1,143000
682,50,5,55,4500,3,1,1932,2,0,182,0,611,793,848,672,0,1520,0,6,1,281,2,159434
683,120,6,21,2887,1,1,1996,2,0,1003,0,288,1291,1291,0,0,1291,1,2,2,431,1,173000
684,20,6,90,11248,2,2,2002,4,215,1059,0,567,1626,1668,0,0,1668,1,2,3,702,1,285000
685,60,6,58,16770,3,3,1998,2,30,0,0,1195,1195,1195,644,0,1839,0,2,2,486,1,221000
686,160,6,21,5062,2,3,1984,2,0,828,182,180,1190,1190,900,0,2090,1,2,2,577,1,207500
687,60,3,84,10207,1,1,2007,2,0,0,0,874,874,874,887,0,1761,0,2,2,578,6,227875
688,160,3,21,5105,3,4,2004,2,0,239,0,312,551,551,551,0,1102,0,6,2,480,1,148800
689,20,6,60,8089,1,1,2007,2,0,945,0,474,1419,1419,0,0,1419,1,2,2,567,6,392000
690,120,6,61,7577,2,2,2005,2,256,20,0,1342,1362,1362,0,0,1362,1,2,2,460,1,194700
691,120,8,21,4426,1,1,2004,2,147,697,0,151,848,848,0,0,848,1,2,2,420,5,141000
692,60,6,104,21535,2,2,1994,2,1170,1455,0,989,2444,2444,1872,0,4316,2,2,3,832,1,755000
693,60,6,42,26178,2,1,1989,4,293,965,0,245,1210,1238,1281,0,2519,2,2,2,628,1,335000
694,30,6,60,5400,1,2,1921,2,0,0,0,1073,1073,1073,0,0,1073,0,6,1,326,2,108480
695,50,8,51,6120,1,2,1936,2,0,0,0,927,927,1067,472,0,1539,0,6,2,576,5,141500
696,20,6,54,13811,2,1,1987,2,72,980,40,92,1112,1137,0,0,1137,1,2,2,551,1,176000
697,30,8,50,6000,1,1,1921,2,0,616,0,0,616,616,0,0,616,0,6,1,205,5,89000
698,20,6,57,6420,2,1,1952,2,0,210,551,219,980,1148,0,0,1148,0,6,1,308,1,123500
699,20,6,65,8450,1,1,1965,2,0,553,117,224,894,894,0,0,894,1,6,1,336,1,138500
700,120,3,59,4282,3,1,2004,2,0,16,0,1375,1391,1391,0,0,1391,0,2,2,530,1,196000
701,20,6,85,14331,1,1,2002,4,630,1274,0,526,1800,1800,0,0,1800,1,2,3,765,1,312500
702,20,6,80,9600,1,1,1969,4,168,0,0,1164,1164,1164,0,0,1164,0,2,2,528,1,140000
703,60,6,82,12438,2,1,2006,4,466,0,0,1234,1234,1264,1312,0,2576,1,4,3,666,6,361919
704,190,8,76,7630,1,1,1900,2,0,0,0,360,360,1032,780,0,1812,1,6,2,672,5,140000
705,20,6,70,8400,1,1,2004,2,109,712,0,761,1473,1484,0,0,1484,0,2,2,606,1,213000
706,190,8,70,5600,1,1,1930,4,0,0,0,0,0,372,720,0,1092,0,7,0,0,5,55000
707,20,6,21,115149,3,3,1971,2,351,1219,0,424,1643,1824,0,0,1824,2,2,2,739,1,302000
708,120,6,48,6240,1,1,2006,4,176,863,0,461,1324,1324,0,0,1324,1,2,2,550,1,254000
709,60,6,65,9018,2,1,2007,4,0,0,0,728,728,728,728,0,1456,1,2,2,400,6,179540
710,20,6,21,7162,2,1,1966,2,41,0,0,876,876,904,0,0,904,0,2,1,408,2,109900
711,30,6,56,4130,2,1,1935,2,0,0,0,270,270,729,0,0,729,0,7,0,0,1,52000
712,50,2,66,8712,1,1,1900,2,0,0,0,859,859,859,319,0,1178,0,6,1,384,2,102776
713,120,6,40,4671,2,1,1988,2,0,767,0,461,1228,1228,0,0,1228,1,2,2,472,1,189000
714,190,6,60,9873,1,1,1970,2,160,789,0,171,960,960,0,0,960,0,6,2,576,1,129000
715,60,6,21,13517,2,3,1976,2,289,533,0,192,725,725,754,0,1479,0,2,2,475,1,130500
716,20,6,78,10140,1,1,1974,4,174,0,0,1064,1064,1350,0,0,1350,1,2,2,478,1,165000
717,70,8,60,10800,1,1,1890,2,0,0,0,718,718,1576,978,0,2554,0,6,2,704,5,159500
718,20,6,80,10000,1,1,1973,2,0,1084,0,92,1176,1178,0,0,1178,1,2,2,439,1,157000
719,60,6,96,10542,1,1,1993,4,651,1173,0,138,1311,1325,1093,0,2418,1,2,3,983,1,341000
720,20,6,69,9920,2,1,1969,2,0,523,0,448,971,971,0,0,971,1,2,1,300,1,128500
721,120,6,21,6563,2,3,1985,2,0,1148,0,594,1742,1742,0,0,1742,1,2,2,564,1,275000
722,120,8,21,4426,1,1,2004,2,169,662,0,186,848,848,0,0,848,0,2,2,420,5,143000
723,20,6,70,8120,1,1,1970,2,0,191,0,673,864,864,0,0,864,0,6,2,463,1,124500
724,50,6,60,8172,1,1,1954,2,0,0,0,941,941,997,473,0,1470,0,6,1,548,1,135000
725,20,6,86,13286,2,1,2007,4,340,1234,0,464,1698,1698,0,0,1698,1,2,3,768,1,320000
726,20,6,60,6960,1,1,1970,2,0,375,239,250,864,864,0,0,864,0,6,2,660,1,120500
727,20,6,21,21695,2,2,1988,4,260,808,0,72,880,1680,0,0,1680,1,2,2,540,1,222000
728,20,6,64,7314,1,1,2007,2,82,724,0,508,1232,1232,0,0,1232,0,2,2,632,1,194500
729,90,6,85,11475,1,2,1958,2,95,0,0,1584,1584,1776,0,0,1776,0,6,3,888,2,110000
730,30,8,52,6240,1,1,1925,2,0,152,0,628,780,848,0,360,1208,0,6,2,539,5,103000
731,120,6,39,5389,2,1,1995,2,0,1180,0,415,1595,1616,0,0,1616,1,2,2,608,1,236500
732,80,6,73,9590,2,2,2003,2,442,786,0,82,868,1146,0,0,1146,1,2,2,438,1,187500
733,60,6,75,11404,2,1,1998,2,202,252,0,901,1153,1153,878,0,2031,1,2,2,541,1,222500
734,20,6,80,10000,1,2,1961,4,0,594,0,270,864,1144,0,0,1144,1,2,1,264,1,131400
735,20,6,21,8978,2,2,1968,2,0,0,0,948,948,948,0,0,948,0,2,1,300,5,108000
736,75,8,60,10800,1,1,1914,2,0,390,0,490,880,880,888,0,1768,2,6,2,320,5,163000
737,90,6,60,8544,1,1,1950,2,0,0,0,0,0,1040,0,0,1040,0,6,2,400,1,93500
738,60,6,72,10463,2,3,2005,2,0,0,0,893,893,901,900,0,1801,1,2,3,800,1,239900
739,90,6,60,10800,1,1,1987,2,0,1200,0,0,1200,1200,0,0,1200,0,7,0,0,4,179000
740,60,6,65,9313,2,1,2004,2,0,0,0,864,864,864,864,0,1728,0,2,2,572,1,190000
741,70,8,60,9600,1,1,1910,2,0,0,0,264,264,768,664,0,1432,0,6,2,360,1,132000
742,20,6,65,6768,2,1,1961,4,0,832,0,80,912,912,0,0,912,0,6,1,288,1,142000
743,20,6,65,8450,1,1,2000,2,108,0,0,1349,1349,1349,0,0,1349,0,2,2,539,1,179000
744,80,6,70,12886,2,1,1963,2,0,444,0,76,520,1464,0,0,1464,1,2,2,480,1,175000
745,120,6,41,5395,2,1,1993,2,0,733,0,604,1337,1337,0,0,1337,1,2,2,462,1,180000
746,60,6,21,8963,2,1,1976,4,289,575,80,487,1142,1175,1540,0,2715,2,4,2,831,1,299800
747,60,6,21,8795,2,1,2000,2,0,300,0,652,952,980,1276,0,2256,1,4,2,554,1,236000
748,70,8,65,11700,2,2,1880,5,0,0,0,1240,1240,1320,1320,0,2640,1,6,4,864,5,265979
749,20,6,59,10593,2,1,1996,4,338,919,0,801,1720,1720,0,0,1720,1,2,2,527,1,260400
750,50,6,50,8405,1,1,1945,2,0,0,0,0,0,1088,441,0,1529,0,6,1,240,1,98000
751,50,8,55,8800,1,2,1910,2,0,0,0,576,576,792,348,0,1140,0,7,0,0,5,96500
752,60,6,21,7750,1,1,2003,2,0,0,0,660,660,660,660,0,1320,0,2,2,400,1,162000
753,20,6,79,9236,2,1,1997,2,0,1200,0,279,1479,1494,0,0,1494,0,2,2,576,1,217000
754,60,6,80,10240,1,1,2005,2,178,0,0,1030,1030,1038,1060,0,2098,1,2,3,878,1,275500
755,20,6,61,7930,1,1,1969,2,0,439,472,115,1026,1026,0,0,1026,0,6,2,440,1,156000
756,160,3,34,3230,1,1,1999,2,894,381,0,348,729,742,729,0,1471,0,6,2,440,1,172500
757,60,6,68,10769,2,1,2007,2,0,20,0,846,866,866,902,0,1768,0,2,2,578,1,212000
758,60,6,21,11616,2,3,1978,4,328,438,0,234,672,672,714,0,1386,1,2,2,440,2,158900
759,160,3,24,2280,1,1,1999,2,360,549,0,195,744,757,744,0,1501,0,6,2,440,1,179400
760,60,6,65,12257,2,1,1995,2,513,56,64,1198,1318,1328,1203,0,2531,1,2,3,752,1,290000
761,20,6,70,9100,1,1,1959,4,0,612,0,252,864,864,0,0,864,0,6,1,300,1,127500
762,30,8,60,6911,1,4,1924,2,0,405,0,740,1145,1301,0,0,1301,0,6,2,440,5,100000
763,60,3,72,8640,1,1,2009,2,0,24,0,732,756,764,783,0,1547,0,2,2,614,1,215200
764,60,6,82,9430,1,1,1999,2,673,1163,0,89,1252,1268,1097,0,2365,1,2,3,856,1,337000
765,120,6,30,9549,2,3,1995,4,0,437,1057,0,1494,1494,0,0,1494,1,2,2,481,1,270000
766,20,6,75,14587,2,1,2008,2,284,0,0,1498,1498,1506,0,0,1506,1,2,2,592,6,264132
767,60,6,80,10421,1,1,1988,2,42,394,0,586,980,980,734,0,1714,1,2,2,496,1,196500
768,50,6,75,12508,2,1,1940,2,0,660,0,323,983,983,767,0,1750,0,2,1,423,1,160000
769,20,6,70,9100,1,1,2004,4,0,24,0,1836,1860,1836,0,0,1836,1,2,2,484,1,216837
770,60,6,47,53504,3,3,2003,4,603,1416,0,234,1650,1690,1589,0,3279,1,4,3,841,1,538000
771,85,6,21,7252,2,3,1982,4,0,685,0,173,858,858,0,0,858,0,6,2,576,1,134900
772,20,6,67,8877,1,1,1951,2,0,836,0,0,836,1220,0,0,1220,0,6,2,396,1,102000
773,80,6,94,7819,1,1,1976,2,0,422,127,480,1029,1117,0,0,1117,1,6,2,672,2,107000
